code,population,child_proportion,older_person_proportion,median_age,population_density,born_outside_uk_proportion,road_traffic_incidents,employment_rate,median_house_price,median_household_income,apartment_proportion,household_ownership_rate,social_renting_proportion,private_rental_proportion,higher_level_qualification_proportion,crime_rate,open_space_proportion,cars_per_household,pt_access_score,bike_to_work_trips
E05000564,11550,21.4,11.2,35,8769.2,26.9,1,75.6,240000,35660,60.3,51,22.7,23.1,31.2,158.4,12.9,0.8,4.9,127.4
E05000565,10600,20.9,17.4,39,5605.3,21.1,3,75.6,300500,38060,28.1,74.2,11.1,13.6,25.7,46.1,28.5,1.1,3.3,104.1
E05000566,10000,16.9,17,37,7653.8,29.4,0,78.1,250000,40460,77.5,54.4,11.9,32.8,41.6,42.5,8.1,0.9,3.3,86.2
E05000567,10900,18.6,14.2,37,6055.6,25.1,2,79.3,270000,41610,51.9,68.3,3.9,26.8,38.6,33.8,23.1,1.1,3.5,125.1
E05000568,10500,20.2,14.1,38,7000,15.3,1,77.5,257500,36790,34,71.5,14.7,12.7,23.2,61.4,18,1.1,2.6,121.6
E05000569,10900,20.8,14,38,6843.8,16.6,3,76.8,272000,38710,42.7,67.9,12.9,17.4,30.3,50.6,19.2,1.1,3.5,110.6
E05000570,10650,18.8,17.5,39,6235.3,18.5,1,74.2,246000,37960,54.2,63.7,16.4,18.6,32,50.5,9.5,1.1,3.4,87.9
E05000571,12250,24.5,9.2,33,5761.9,19.8,2,72,243500,32330,33.7,50.1,33.6,14.3,21.5,65.6,40.5,1,2.4,168
E05000572,11950,22.1,14.4,37,5975,21.5,1,78.9,338000,40610,21.5,76.6,6.4,15.7,30.8,44.6,22.3,1.2,2.4,163.4
E05000573,14750,17.8,6.5,30,17812.5,38.7,2,64.6,383000,36230,89.6,21.6,46,29.8,40.2,119,6.3,0.4,6,835.7
E05000574,15150,19,4.9,28,16333.3,45.5,7,55.9,357500,32860,89,21.2,44.9,31.5,35.5,121.3,16.9,0.3,6.8,462.9
E05000575,23250,18.8,4.7,30,7116.7,48.6,3,70.8,380000,43330,88,26,28.6,41.4,50.8,60.3,42.2,0.5,3.8,320.5
E05000576,15650,17.7,6.8,30,8026.3,30.9,3,68.9,325000,36800,81.8,22.6,42.8,30.3,42,98.9,39,0.4,3.6,711.9
E05000577,13650,19.6,7.7,30,10230.8,32,4,66.3,415000,41000,68.2,31.5,39,26.7,43.6,98.5,42.8,0.5,5.2,688.8
E05000578,19750,24.6,5,28,15500,43.5,3,55.1,302500,31980,88.2,15.6,55.9,24.2,27.9,79.3,11.6,0.4,4.2,258.5
E05000579,16550,25.8,6.1,28,13000,39.5,2,52.9,293000,29680,83.3,18.2,57.5,20.1,23.4,108.4,12.4,0.4,3.5,164
E05000580,17100,22.1,5.6,30,15000,43.8,9,64,375000,36260,91,26,41.2,29.8,37.4,88.8,23.3,0.5,5,329.1
E05000581,16200,18.3,5.8,27,17555.6,40.6,5,55.4,385000,34300,85.2,25,46,25.8,34.2,86.6,12.5,0.4,5.4,558.1
E05000582,15200,22.4,5.3,27,12954.5,43.5,6,56.1,325000,32510,86.7,18.5,52.9,27,31.9,87.3,33.3,0.4,5.3,311.3
E05000583,26350,17,3.7,30,9860,52.1,3,73.6,420000,46940,86.9,27.5,20.6,48.1,57.2,74.4,35,0.5,3.4,385.3
E05000584,17100,22.2,7.6,28,16650,39.8,4,55.4,363250,32930,74.9,19.5,54,19.6,29.9,78.5,21.2,0.4,5.4,414.7
E05000585,13550,14.8,6.5,32,8633.3,41.5,2,76.5,453000,50770,87.5,39.9,20.3,36.7,57.8,96,36.9,0.6,4.4,525.7
E05000586,15900,23.2,6,29,15450,45.1,7,60.7,370000,36360,91.8,22.8,42.7,28.9,37.7,86.9,24.2,0.4,6,352.8
E05000587,11800,13.8,5,29,18416.7,50.7,8,60.9,499995,39910,87.2,25.7,31.9,40,44.4,188.8,1.4,0.3,6.9,379.1
E05000588,15050,16.5,6.4,30,17687.5,41.2,8,67,510000,37760,86.9,24.3,43.4,30.3,43.9,136.8,15.4,0.3,5.5,809.9
E05000589,17300,17.4,5.1,29,17888.9,48.8,10,65,489000,37600,90.5,20.5,32.9,43.4,45,105.3,5.4,0.3,6.8,534.6
E05000590,14350,22.2,7.3,30,15833.3,48.8,1,63.8,326000,32700,37.4,39.2,28.3,30.7,30.5,61.2,5,0.6,2.9,188
E05000591,13300,22.2,7.5,30,12000,50.1,3,62.7,332500,30950,42.6,28.3,38.5,31.9,28.6,64.2,23.5,0.5,4.3,148.6
E05000592,14600,24.6,8.7,33,8055.6,36.9,2,68.9,340000,36440,28.3,58.6,15.7,24,29.3,73,31.2,0.9,2.9,197.9
E05000593,10550,17.3,21.7,43,2851.4,13.1,2,73.4,330000,39280,34.2,69.1,15.4,13.9,27.1,69,54.9,1.1,2.8,50.3
E05000594,11150,17,18,41,5525,17.5,0,70.4,310000,38580,26.5,74.3,14.7,9.6,24.7,43.9,18.5,1.3,2.4,58.5
E05000595,13250,20.6,10,31,6550,45.7,2,65.2,401000,36080,39.6,50.3,13.6,33.5,33.3,81.6,40.4,0.8,4.3,205.1
E05000596,15300,21.7,7.6,32,16833.3,53,2,70.3,308000,36350,47.8,45.6,9.1,44.1,34.8,52.4,4.3,0.6,4.2,235.2
E05000597,12200,21.9,12.2,36,5195.7,21.8,2,71.1,288747.5,39490,25.3,66.9,18.8,12.4,28.9,52.1,41.4,1.1,2.5,122.3
E05000598,11400,19.5,16.2,39,4729.2,16.5,3,69.9,286500,36110,30.4,62.6,24.7,11.3,24.1,64.4,37.7,1.1,2.5,88.5
E05000599,14850,21.6,7.9,32,4725.8,44.4,4,69.4,333000,34810,58,47.1,19,31.7,35.7,151.3,56.6,0.6,4.4,293
E05000600,14200,24.6,8,32,4328.1,40.3,3,62.6,325000,31270,34.3,40.8,33.6,21.9,24.7,67.7,56.7,0.7,2.6,129
E05000601,14600,22.4,8.4,32,13090.9,42.8,2,66.1,360000,34890,61.9,39.2,27,31.1,36.4,87.4,10.6,0.6,5.2,200
E05000602,12050,19.5,15.4,37,5619,21.8,3,69.6,335000,35170,25.4,68,17.4,12.6,21.6,61.8,31.4,1.1,2.8,81.7
E05000603,16250,25.3,8.1,32,6192.3,50.4,10,62.8,283250,31450,49.5,44.5,18.4,34.7,26.6,98.4,40.1,0.6,3.6,260.2
E05000604,14950,24.6,7.6,30,7400,48.8,7,61.5,255000,31040,54.9,32.9,34.5,30.1,28.5,88.2,27.6,0.6,3.8,160.8
E05000605,13450,17.6,8,32,10269.2,42.6,2,70.3,345000,38700,54.7,44.5,15.4,37.4,40.8,89.8,5.8,0.7,5.5,199.7
E05000606,15250,24.2,7.8,31,9733.3,45.8,0,64.2,324000,33780,36.6,42.8,24.4,29.9,30.9,72.3,30.9,0.6,4.2,199.5
E05000607,11850,20.8,13.8,36,5900,25.6,5,68.1,285000,34250,24.6,67.6,17.9,13.3,20.2,104.1,17.6,1.1,2.4,91.8
E05000608,13750,23.6,8.2,33,13650,43.6,4,68.1,351625,35070,42.6,46.9,21.4,29.1,33.6,55.6,5.3,0.6,3.5,232.8
E05000609,14150,24.4,9.3,33,7694.4,38.7,4,66.2,387500,35130,54.1,43.9,30.9,23.5,33,74,34.4,0.7,3.7,221
E05000610,15050,17.6,8.4,32,12375,28.5,4,83,595000,53420,57.7,52.8,10.9,34.4,67.6,78,11.8,0.7,4.7,740.2
E05000611,15100,15.3,7.5,32,8222.2,30.3,5,80,496500,46410,71.8,44,16.1,38.4,61.1,53.7,44.9,0.7,4.1,644.5
E05000612,16100,17.3,6.6,32,11214.3,33.4,0,79,541000,44360,63.2,45.9,21.7,30.2,53.8,66.1,16.5,0.7,3.9,621.1
E05000613,15850,14.1,11.1,33,9625,39.4,5,81.7,534000,49010,76.1,47.5,11.3,38.9,62.9,42.6,11,0.7,4.1,659.7
E05000614,15350,14.9,7.2,32,9966.7,32.5,5,83.9,500000,48590,71.9,46.9,15.2,35.2,62.8,83.6,11.1,0.7,5.5,760.9
E05000615,15850,21.1,9.9,33,11178.6,36.7,2,70.6,410000,38240,50.6,53.9,16.8,27.2,41,58.6,19.3,0.7,3.2,536.4
E05000616,15700,19.2,9.1,32,15400,42.4,3,72.6,440000,37960,50.4,43.9,17.8,35.8,44.9,100.2,2.6,0.6,5.2,445.2
E05000617,15850,19.4,8.9,31,14181.8,39.7,4,70.6,398500,34990,81.1,28.4,47,21.8,40.7,74.6,12.7,0.4,5.9,550.8
E05000618,14950,18.3,9.1,33,12291.7,27.7,4,81.3,595000,50790,62.4,50.7,13.1,34,63,64.5,9.6,0.7,5.4,744.6
E05000619,15400,21.5,6.6,32,8852.9,28.9,7,83.9,795000,55810,57.5,52.9,13.6,32.2,68.7,101.6,34.5,0.8,5.3,826.9
E05000620,20150,14.8,7.4,31,5718.8,42.4,13,75.4,630000,39580,89.3,31.2,30.7,33,50,74.8,38.5,0.5,4.4,826.2
E05000621,17550,17.5,9.3,27,3863.6,38.6,2,59.8,374950,30320,80.6,29,46,23.1,27.3,83.5,70.6,0.6,2.8,329.1
E05000622,17250,14.8,10.5,33,12071.4,38.9,2,77.4,530000,44720,86.2,41.6,21.8,32.9,52.1,76.6,26.9,0.7,3.9,930.8
E05000623,14500,14.8,8.3,32,15944.4,29,2,83,700000,50410,54.2,43.8,22.6,32.3,61.7,79.8,2.1,0.6,5.5,860.6
E05000624,16750,20.3,8.5,33,10933.3,34.8,2,80.9,515250,48160,55.6,53.3,14.7,29.1,57.6,69.4,18.1,0.7,3.7,709.3
E05000625,15400,17.2,10,34,7921.1,31.4,6,83.4,700000,55380,60.4,54.3,7.5,35.3,68.6,96.2,34.5,0.8,4.5,809.2
E05000626,17350,18,9.1,30,10562.5,45.4,11,67.7,440500,36000,47.8,41,18,38.8,42.5,77.6,33.7,0.6,5.1,345.6
E05000627,16350,19.4,8.2,33,5607.1,25.7,4,71,568000,51420,50.1,61.2,12.6,24.6,53.9,58.8,48.2,1,2.7,737
E05000628,16850,18.8,9.3,32,9764.7,43.5,1,73.1,395000,40360,74.4,43.7,23.6,30.2,45.1,38,31.9,0.8,2.8,421.2
E05000629,15400,17.9,12.9,33,8388.9,34.4,1,72.6,497800,43280,60.8,49.9,22.9,24.2,48.7,51.3,20,0.8,2.7,531.1
E05000630,11500,17.6,14.2,36,10318.2,56.9,4,67.9,750000,52200,78.4,42.5,9.1,44.4,56.6,45.8,7.2,0.7,5.4,162.2
E05000631,10500,13.2,10.6,35,20700,56.1,3,73.9,850000,49960,88.2,33.9,20.4,42.7,61.3,106.3,3.8,0.4,6.5,376.6
E05000632,12650,10.6,10.8,33,17642.9,61.3,11,66.6,975000,51370,90.9,32.7,7.8,55.5,58,170.5,2.1,0.4,8,302.2
E05000633,10550,18.6,11.9,34,16750,44.4,4,63.4,1100000,39530,91.6,23.6,49.8,22.6,38.4,107.6,22.2,0.4,4.9,220.6
E05000634,12000,22.5,13.8,34,29750,52.7,3,48.7,440000,26290,94.9,16.8,55.8,24.8,26.4,80.9,7.6,0.3,6.7,149.8
E05000635,12350,18.9,8.5,33,24300,48.2,2,63.4,499950,35000,87,23.2,43.4,31,39.5,67.1,3,0.4,5.7,365.2
E05000636,13450,13.1,9.7,32,13000,64.2,10,62.4,850000,46880,88.6,33.2,9.8,52.3,54.7,152.6,8.9,0.5,8,276.6
E05000637,10050,10.4,13.7,34,2736.1,59.6,8,56.5,3500000,88330,69.5,46.1,3.9,39.4,47.8,177.1,69.1,0.9,6.6,114.5
E05000638,13800,11.5,8.4,32,22416.7,64.6,3,71.2,895000,49290,91.6,31,10.5,55.2,60.8,150.4,8.6,0.4,7.7,451.4
E05000639,11050,18.2,10.7,35,18000,52.6,5,69.4,870000,48770,90.3,39.2,18.5,39.6,56.5,74.8,15.4,0.6,5.6,247.7
E05000640,10550,17.9,9.2,34,17166.7,49,1,70.4,773000,45660,93.8,35.6,24.5,37.5,52.2,59,27.2,0.5,5.2,277.9
E05000641,11150,9.3,11.3,34,10750,58.5,9,71.4,1090000,58370,92.3,32.1,9.9,53.4,61.5,302.4,6.1,0.5,7.7,259.7
E05000642,13050,20.2,9.9,33,21250,43.3,1,59,545000,32260,62.4,22.3,55.4,19.9,30.3,62.2,4.4,0.4,5,310.4
E05000643,12500,15.7,16,36,5326.1,59.9,6,62.4,942500,46510,93,37.6,19.1,39,52.2,66.6,62.2,0.6,5.2,180.4
E05000644,12050,9,11.2,34,3271.4,49,35,67.7,1262500,52520,94.8,25.9,28,40.5,49.9,990,30.7,0.4,7.6,211.6
E05000645,8500,10.3,14.9,37,20750,41.1,3,75.2,715650,47340,94.9,26,29.3,42.6,55.1,57.7,32.4,0.4,6.6,267.3
E05000646,10500,14.2,12.6,35,14714.3,44.6,1,69,840000,46550,97.4,32.2,34.5,29,53.1,82.4,26.4,0.4,6.9,216
E05000647,9800,10.9,12.1,34,15916.7,43.9,4,73.8,857250,50250,90.7,33.9,28.2,34.5,58.5,138.1,4,0.5,7.2,317.9
E05000648,13200,20.8,9,33,18500,51.5,2,59,499975,32390,96.4,21.1,48.5,26.8,35.7,75.5,19.2,0.4,4.9,263.8
E05000649,11250,8.7,11.6,36,5475,56.8,25,71.3,1487500,54970,93.7,23.7,23.5,47.1,54.6,1212.1,3.9,0.4,8,208.2
